guest_id,room_id,room_type,preferred_floor,wants_breakfast,wants_parking,needs_accessibility,preferred_view,min_room_size_sqm,willing_to_pay_extra,rating
GUEST000035,PROP002_R0026,Deluxe,3,True,True,False,Standard,49,False,5
GUEST000035,PROP010_R0012,Deluxe,4,False,True,False,Garden View,20,True,5
GUEST000035,PROP010_R0025,Penthouse,1,True,True,False,Sea View,33,True,5
GUEST000035,PROP006_R0016,Suite,2,False,False,False,Mountain View,30,True,4
GUEST000036,PROP007_R0028,Suite,3,False,False,False,Standard,40,True,3
GUEST000036,PROP009_R0007,Deluxe,4,True,False,False,Mountain View,48,False,5
GUEST000036,PROP002_R0018,Family,5,True,False,False,Standard,31,False,5
GUEST000036,PROP009_R0006,Standard,3,False,True,False,Standard,32,False,4
GUEST000036,PROP009_R0006,Standard,2,True,True,True,Mountain View,29,True,4
GUEST000036,PROP008_R0003,Standard,4,True,False,False,Sea View,29,False,3
GUEST000036,PROP006_R0026,Standard,4,True,True,True,Sea View,23,True,4
GUEST000037,PROP006_R0004,Standard,3,True,True,False,Standard,31,False,4
GUEST000037,PROP001_R0003,Standard,5,True,True,False,Standard,33,True,5
GUEST000038,PROP003_R0010,Standard,2,True,False,False,City View,39,True,4
GUEST000038,PROP002_R0011,Deluxe,4,True,False,True,Standard,21,True,5
GUEST000038,PROP002_R0015,Standard,1,False,False,False,Sea View,29,False,4
GUEST000038,PROP008_R0022,Deluxe,4,True,True,False,City View,26,True,5
GUEST000038,PROP005_R0007,Standard,5,True,True,False,Mountain View,16,False,5
GUEST000038,PROP004_R0007,Standard,3,True,True,False,Sea View,17,True,4
GUEST000039,PROP006_R0016,Suite,3,True,True,False,Mountain View,21,False,3
GUEST000039,PROP001_R0012,Suite,5,False,True,False,Sea View,26,False,5
GUEST000039,PROP009_R0025,Standard,2,False,True,False,Standard,23,False,4
GUEST000039,PROP007_R0020,Suite,2,True,False,False,City View,23,True,4
GUEST000039,PROP010_R0009,Deluxe,1,True,False,False,Sea View,48,False,4
GUEST000039,PROP007_R0007,Deluxe,5,True,False,False,Sea View,35,False,4
GUEST000039,PROP006_R0014,Deluxe,3,True,False,False,Sea View,21,True,5
GUEST000039,PROP009_R0011,Deluxe,1,True,True,False,Sea View,46,False,4
GUEST000040,PROP009_R0005,Family,2,True,False,False,Mountain View,36,False,4
GUEST000040,PROP006_R0024,Suite,1,False,False,False,Garden View,43,True,5
GUEST000040,PROP008_R0011,Suite,4,True,True,False,City View,30,False,4
GUEST000040,PROP003_R0011,Deluxe,5,True,True,False,Sea View,31,False,3
GUEST000040,PROP008_R0019,Standard,4,True,False,False,City View,25,False,5
GUEST000040,PROP007_R0014,Suite,5,True,True,False,City View,36,True,5
GUEST000040,PROP006_R0028,Family,2,True,False,False,Mountain View,24,True,5
GUEST000040,PROP010_R0017,Deluxe,3,False,False,False,City View,38,True,4
GUEST000041,PROP003_R0019,Deluxe,5,True,True,False,Standard,29,True,5
GUEST000041,PROP010_R0025,Penthouse,4,False,False,False,City View,50,True,5
GUEST000041,PROP001_R0013,Suite,5,True,True,False,Mountain View,30,True,3
GUEST000041,PROP007_R0008,Standard,3,False,True,False,City View,17,True,5
GUEST000041,PROP010_R0009,Deluxe,4,False,False,False,Standard,30,False,4
GUEST000042,PROP004_R0008,Deluxe,4,False,False,False,Garden View,50,False,5
GUEST000042,PROP006_R0017,Deluxe,3,False,False,False,Sea View,39,False,4
GUEST000042,PROP002_R0025,Suite,3,False,True,False,Garden View,25,False,4
GUEST000042,PROP001_R0023,Standard,3,False,True,False,City View,29,False,4
GUEST000042,PROP005_R0003,Deluxe,3,False,False,False,Mountain View,18,False,4
GUEST000042,PROP010_R0014,Family,4,True,False,False,Standard,47,True,5
GUEST000042,PROP004_R0022,Standard,5,True,True,False,City View,30,True,4
GUEST000042,PROP010_R0013,Deluxe,2,True,False,False,City View,50,True,5
GUEST000043,PROP004_R0016,Suite,3,True,False,False,City View,15,True,4
GUEST000043,PROP006_R0030,Suite,3,True,True,False,Mountain View,37,False,5
GUEST000043,PROP001_R0005,Standard,1,True,True,False,Standard,28,True,5
GUEST000043,PROP004_R0009,Standard,2,True,False,False,Sea View,16,True,4
GUEST000043,PROP003_R0016,Deluxe,4,True,True,False,Sea View,29,False,4
GUEST000043,PROP005_R0015,Deluxe,5,False,False,False,Sea View,42,False,4
GUEST000043,PROP010_R0009,Deluxe,3,True,True,False,Garden View,35,False,5
GUEST000044,PROP008_R0018,Penthouse,1,False,False,False,Garden View,23,True,5
GUEST000044,PROP007_R0023,Standard,3,True,True,False,Sea View,29,False,5
GUEST000044,PROP001_R0022,Deluxe,1,True,True,False,Sea View,38,True,4
GUEST000044,PROP001_R0014,Deluxe,2,False,True,False,Sea View,29,True,4
GUEST000044,PROP005_R0018,Penthouse,2,False,False,True,Sea View,21,False,4
GUEST000044,PROP006_R0008,Deluxe,2,False,True,False,City View,37,False,4
GUEST000044,PROP008_R0012,Deluxe,1,False,True,False,Sea View,38,False,5
GUEST000045,PROP009_R0021,Suite,4,True,False,False,Sea View,27,True,5
GUEST000045,PROP005_R0013,Standard,3,True,True,False,Garden View,24,False,4
GUEST000045,PROP008_R0008,Penthouse,2,True,True,False,Sea View,26,False,5
GUEST000045,PROP002_R0025,Suite,1,False,True,True,City View,41,False,3
GUEST000045,PROP004_R0013,Suite,1,False,True,False,Sea View,45,False,5
GUEST000045,PROP002_R0014,Deluxe,3,False,False,False,Standard,38,False,5
GUEST000046,PROP009_R0023,Penthouse,4,True,False,False,City View,42,False,4
GUEST000046,PROP003_R0017,Suite,4,True,True,False,City View,32,False,5
GUEST000046,PROP006_R0009,Penthouse,4,True,True,True,Standard,42,True,5
GUEST000046,PROP009_R0025,Standard,4,False,False,False,Mountain View,33,False,5
GUEST000047,PROP007_R0001,Standard,4,True,False,False,Mountain View,46,False,4
GUEST000047,PROP003_R0011,Deluxe,4,True,True,False,Standard,42,False,4
GUEST000047,PROP010_R0007,Suite,5,False,True,False,Mountain View,17,False,5
GUEST000047,PROP002_R0001,Standard,3,True,False,False,Sea View,28,False,5
GUEST000047,PROP005_R0008,Deluxe,4,True,False,False,Standard,31,True,4
GUEST000048,PROP008_R0021,Deluxe,2,False,True,False,Garden View,45,False,4
GUEST000048,PROP010_R0014,Family,1,True,True,False,Standard,34,False,4
GUEST000048,PROP001_R0030,Standard,2,True,True,False,City View,50,False,4
GUEST000048,PROP002_R0002,Family,2,False,True,False,Garden View,19,False,5
GUEST000048,PROP010_R0022,Standard,4,True,False,False,Standard,44,False,3
GUEST000048,PROP010_R0008,Deluxe,3,True,False,False,Sea View,33,True,4
GUEST000049,PROP008_R0009,Standard,3,True,True,False,City View,40,False,4
GUEST000049,PROP002_R0011,Deluxe,2,True,False,False,Sea View,43,False,5
GUEST000049,PROP003_R0015,Standard,4,True,False,False,Sea View,38,False,5
GUEST000049,PROP007_R0023,Standard,3,True,False,False,Sea View,42,False,5
GUEST000050,PROP005_R0028,Standard,1,True,False,True,Garden View,32,True,5
GUEST000050,PROP007_R0024,Family,4,True,False,False,Garden View,15,True,4
GUEST000051,PROP005_R0026,Deluxe,3,False,False,False,Mountain View,38,True,4
GUEST000051,PROP002_R0027,Family,3,True,False,False,Garden View,47,False,4
GUEST000051,PROP003_R0001,Family,3,False,False,True,Standard,33,False,3
GUEST000051,PROP008_R0013,Standard,1,False,True,False,Garden View,18,False,5
GUEST000051,PROP004_R0021,Family,4,True,False,False,City View,43,True,5
GUEST000051,PROP009_R0002,Standard,4,True,False,False,Sea View,50,False,3
GUEST000051,PROP003_R0009,Standard,4,True,True,False,Standard,49,True,5
GUEST000051,PROP010_R0025,Penthouse,3,False,False,False,Sea View,37,False,3
GUEST000052,PROP003_R0029,Deluxe,5,False,True,False,Sea View,24,False,3
GUEST000052,PROP010_R0001,Deluxe,4,True,False,False,City View,20,False,4
GUEST000052,PROP004_R0030,Deluxe,4,True,False,False,City View,19,True,3
GUEST000053,PROP006_R0004,Standard,2,True,True,False,Garden View,41,False,4
GUEST000053,PROP004_R0012,Family,5,True,False,False,Garden View,37,True,3
GUEST000053,PROP007_R0021,Family,3,True,True,False,City View,27,False,3
GUEST000054,PROP002_R0019,Suite,4,True,True,False,Mountain View,28,False,4
GUEST000054,PROP009_R0014,Standard,1,False,False,True,Standard,45,True,3
GUEST000054,PROP006_R0008,Deluxe,5,False,False,False,Garden View,35,False,5
GUEST000054,PROP010_R0006,Standard,2,False,True,False,Garden View,36,False,5
GUEST000054,PROP010_R0005,Deluxe,1,False,True,False,Mountain View,21,False,5
GUEST000054,PROP006_R0017,Deluxe,3,True,True,False,Standard,26,False,3
GUEST000054,PROP006_R0004,Standard,1,True,True,False,City View,42,True,5
GUEST000054,PROP010_R0022,Standard,2,True,False,True,City View,20,False,4
GUEST000055,PROP002_R0004,Deluxe,4,True,True,False,Standard,41,False,5
GUEST000055,PROP008_R0008,Penthouse,3,True,False,False,Mountain View,32,True,3
GUEST000055,PROP006_R0012,Deluxe,1,False,False,False,Sea View,35,False,4
GUEST000055,PROP004_R0005,Standard,2,True,True,False,Mountain View,50,True,5
GUEST000055,PROP009_R0027,Deluxe,5,True,False,True,Garden View,21,False,5
GUEST000055,PROP007_R0001,Standard,4,True,False,False,City View,31,False,4
GUEST000055,PROP005_R0024,Standard,3,True,False,False,Standard,29,False,3
GUEST000055,PROP002_R0007,Standard,2,False,True,False,Sea View,48,True,4
GUEST000056,PROP002_R0002,Family,3,False,True,False,Sea View,22,False,4
GUEST000056,PROP004_R0023,Suite,3,False,True,False,Sea View,32,False,5
GUEST000057,PROP009_R0028,Standard,2,True,True,False,City View,48,False,5
GUEST000057,PROP006_R0009,Penthouse,2,False,True,False,Standard,31,False,5
GUEST000057,PROP009_R0002,Standard,2,False,True,False,City View,34,True,5
GUEST000057,PROP003_R0017,Suite,4,True,True,False,Garden View,15,True,5
GUEST000057,PROP002_R0014,Deluxe,1,True,True,False,Standard,44,False,5
GUEST000057,PROP002_R0012,Standard,2,True,True,False,Sea View,37,True,4
GUEST000057,PROP005_R0024,Standard,5,True,True,False,Sea View,41,False,3
GUEST000057,PROP009_R0020,Standard,4,True,True,True,Mountain View,20,False,5
GUEST000058,PROP001_R0002,Deluxe,5,True,False,False,Mountain View,39,False,3
GUEST000058,PROP006_R0005,Deluxe,5,False,True,True,Mountain View,38,False,4
GUEST000058,PROP001_R0024,Deluxe,3,False,False,False,Mountain View,31,False,5
GUEST000058,PROP004_R0014,Deluxe,3,True,False,False,City View,34,False,4
GUEST000059,PROP002_R0003,Standard,1,True,False,False,City View,27,False,5
GUEST000059,PROP006_R0022,Deluxe,3,False,False,False,Mountain View,49,False,4
GUEST000059,PROP008_R0007,Suite,2,True,False,True,City View,36,True,4
GUEST000059,PROP007_R0012,Standard,2,True,True,False,Sea View,25,False,4
GUEST000059,PROP008_R0006,Standard,2,True,True,False,Garden View,40,True,5
GUEST000059,PROP002_R0013,Standard,4,False,True,False,Standard,31,False,4
GUEST000059,PROP009_R0008,Standard,5,True,True,False,Sea View,36,False,3
GUEST000059,PROP008_R0012,Deluxe,2,False,True,False,Garden View,18,False,5
GUEST000060,PROP008_R0023,Deluxe,4,True,True,True,Mountain View,42,True,5
GUEST000060,PROP003_R0008,Deluxe,4,False,True,False,Standard,17,False,3
GUEST000060,PROP003_R0021,Deluxe,2,True,True,False,City View,40,True,5
GUEST000060,PROP001_R0018,Family,4,True,False,False,Mountain View,45,True,5
GUEST000060,PROP003_R0020,Family,5,True,True,True,City View,30,True,5
GUEST000061,PROP010_R0006,Standard,1,False,True,False,Garden View,35,True,3
GUEST000061,PROP006_R0021,Deluxe,1,False,False,False,Garden View,24,True,4
GUEST000061,PROP005_R0003,Deluxe,3,False,True,False,Sea View,32,False,4
GUEST000062,PROP008_R0011,Suite,2,False,False,True,Garden View,17,False,3
GUEST000062,PROP001_R0018,Family,5,True,False,False,City View,26,True,5
GUEST000062,PROP009_R0023,Penthouse,2,False,False,False,City View,36,True,3
GUEST000063,PROP002_R0022,Standard,2,False,True,False,Standard,15,True,5
GUEST000063,PROP009_R0001,Penthouse,3,True,False,False,Garden View,15,False,4
GUEST000063,PROP006_R0002,Deluxe,1,False,True,True,Sea View,44,False,5
GUEST000063,PROP004_R0013,Suite,1,False,False,False,Sea View,21,False,4
GUEST000063,PROP010_R0004,Standard,4,True,False,False,Garden View,28,True,5
GUEST000063,PROP003_R0004,Deluxe,3,True,False,False,Garden View,44,False,5
GUEST000064,PROP007_R0006,Standard,5,True,False,False,City View,23,False,5
GUEST000064,PROP008_R0011,Suite,4,True,True,False,Mountain View,17,False,3
GUEST000065,PROP010_R0024,Deluxe,1,True,False,False,Sea View,18,False,5
GUEST000065,PROP001_R0016,Suite,2,False,True,False,Garden View,30,False,5
GUEST000065,PROP009_R0016,Standard,2,True,False,False,Garden View,49,True,5
GUEST000065,PROP006_R0026,Standard,4,False,False,False,Sea View,49,True,5
GUEST000065,PROP001_R0007,Standard,2,True,True,False,Sea View,48,False,5
GUEST000065,PROP001_R0026,Deluxe,1,True,False,False,Garden View,26,False,4
GUEST000065,PROP010_R0011,Deluxe,5,False,True,False,Sea View,21,True,4
GUEST000066,PROP006_R0009,Penthouse,4,False,False,False,Standard,29,True,3
GUEST000066,PROP010_R0010,Family,5,True,False,False,Garden View,49,True,3
GUEST000066,PROP006_R0016,Suite,5,True,False,False,Garden View,46,True,4
GUEST000067,PROP004_R0017,Penthouse,4,False,False,True,Mountain View,48,True,5
GUEST000067,PROP003_R0022,Suite,2,True,False,False,Mountain View,46,True,3
GUEST000067,PROP009_R0028,Standard,1,False,True,False,Garden View,22,False,4
GUEST000067,PROP007_R0018,Deluxe,1,True,True,True,Standard,50,False,5
GUEST000067,PROP003_R0004,Deluxe,4,True,False,False,City View,23,False,3
GUEST000067,PROP002_R0014,Deluxe,1,False,True,False,Garden View,22,True,4
GUEST000067,PROP006_R0022,Deluxe,4,True,True,False,Sea View,46,False,5
GUEST000068,PROP006_R0003,Standard,2,False,True,False,Standard,17,False,4
GUEST000068,PROP006_R0019,Standard,3,False,False,False,Garden View,47,True,5
GUEST000068,PROP009_R0017,Deluxe,1,True,True,False,Sea View,20,False,5
GUEST000068,PROP005_R0021,Family,4,True,True,False,Sea View,28,True,5
GUEST000068,PROP007_R0026,Standard,3,True,False,False,Sea View,22,False,4
GUEST000068,PROP002_R0012,Standard,5,False,True,False,Standard,19,True,5
